key,player,position,pick,tenure,age,p_meaningful,cond_games,cond_avg,exp_games,exp_avg,exp_points,p80,p90,p100,p110,p120,lead,forecast_year,games_resid_sd,avg_resid_sd,age_band,tenure_band,draft_pick_band
jake-waterman,Jake Waterman,FWD,76.0,10,28.0,0.6,12.865680627528064,65.22427806453042,7.719408376516837,39.13456683871825,503.4928384435995,0.0643564356435643,0.0362537764350453,0.0067114093959731,0.0029027576197387,0.001,1,2027,5.279668799388872,15.018206619497652,27-29,6+,61+
sam-draper,Sam Draper,RUC,1.0,10,28.0,0.2513661202185792,9.723638963359257,57.21275234082317,2.4441934006258235,14.381347582939158,139.83903170307963,0.1666666666666666,0.0181405895691609,0.0040650406504065,0.0029027576197387,0.001,1,2027,5.279668799388872,15.018206619497652,27-29,6+,1-10
tyson-stengle,Tyson Stengle,FWD,5.0,10,28.0,0.2485875706214689,13.03979038682335,56.98906829427058,3.2415298136736013,14.166774039253704,184.73176392935903,0.0172413793103448,0.0027932960893854,0.0027932960893854,0.0027932960893854,0.001,1,2027,5.279668799388872,15.018206619497652,27-29,6+,1-10
peter-ladhams,Peter Ladhams,RUC,8.0,10,28.0,0.0658682634730539,6.82766294934698,49.91817469205721,0.4497263020527951,3.288023482710355,22.449516109484318,0.0391459074733096,0.0027932960893854,0.001,0.001,0.001,1,2027,5.279668799388872,15.018206619497652,27-29,6+,1-10
rowan-marshall,Rowan Marshall,RUC,9.0,10,31.0,0.7894736842105263,14.512705077811887,73.56429695657513,11.457398745640964,58.07707654466458,842.8554836742235,0.660550458715596,0.4146341463414634,0.08130081300813,0.0348837209302325,0.001,1,2027,5.279668799388872,15.018206619497652,30+,6+,1-10
cameron-zurhaar,Cameron Zurhaar,FWD,10.0,10,28.0,0.7894736842105263,13.416242225396148,61.05472391687995,10.591770177944328,48.20109782911575,646.6776040054334,0.0521739130434782,0.0027932960893854,0.001,0.001,0.001,1,2027,5.279668799388872,15.018206619497652,27-29,6+,1-10
jack-henry,Jack Henry,DEF,14.0,10,28.0,0.6,12.987055028293076,59.7552160709296,7.792233016975845,35.85312964255776,465.62656760442326,0.0514285714285714,0.0027932960893854,0.001,0.001,0.001,1,2027,5.279668799388872,15.018206619497652,27-29,6+,11-30
mitchell-hinge,Mitchell Hinge,DEF,17.0,10,28.0,0.2407407407407407,10.214275226725462,56.98697013384595,2.4589921842116853,13.719085402592542,140.13051416103193,0.0391459074733096,0.0181405895691609,0.001,0.001,0.001,1,2027,5.279668799388872,15.018206619497652,27-29,6+,11-30
zach-guthrie,Zach Guthrie,DEF,25.0,10,28.0,0.7894736842105263,15.094110762270304,67.72591652936055,11.916403233371293,53.467828838968856,807.0493307135063,0.2112676056338028,0.0362537764350453,0.0128205128205128,0.0128,0.001,1,2027,5.279668799388872,15.018206619497652,27-29,6+,11-30
toby-pink,Toby Pink,DEF,38.0,10,28.0,0.05625,6.805419167191923,39.80786963285952,0.3828048281545457,2.239192666848348,15.238644694005346,0.0041436464088397,0.0017543859649122,0.001,0.001,0.001,1,2027,5.279668799388872,15.018206619497652,27-29,6+,31-60
darragh-joyce,Darragh Joyce,DEF,80.0,10,29.0,0.009009009009009,2.0079782746878774,27.598249346044007,0.0180898943665574,0.2486328769913874,0.4992494153718494,0.0037523452157598,0.001,0.001,0.001,0.001,1,2027,5.279668799388872,15.018206619497652,27-29,6+,61+
conor-nash,Conor Nash,MID,80.0,10,28.0,0.5328947368421053,10.641230661567274,58.66314136356299,5.670655813072035,31.261279279267125,332.65848358635503,0.081081081081081,0.0138248847926267,0.0067114093959731,0.0029027576197387,0.001,1,2027,5.279668799388872,15.018206619497652,27-29,6+,61+
mark-o-connor,Mark O'Connor,DEF,80.0,10,29.0,0.6486486486486487,10.964642226177844,51.89823834517405,7.11220036292617,33.66372216984263,369.11066959377575,0.0363636363636363,0.0017543859649122,0.001,0.001,0.001,1,2027,5.279668799388872,15.018206619497652,27-29,6+,61+
jacob-weitering,Jacob Weitering,DEF,1.0,11,29.0,0.8787878787878788,15.75223928499874,73.96070289374667,13.842876947423136,64.99576920965616,1023.8289091030574,0.2258064516129032,0.0362537764350453,0.0128205128205128,0.0128,0.001,1,2027,5.279668799388872,15.018206619497652,27-29,6+,1-10
callum-mills,Callum Mills,MID,3.0,11,29.0,0.8354430379746836,16.00271992543897,83.75439060988438,13.369360950366737,69.97202253484012,1119.7426792415506,0.7027027027027027,0.4146341463414634,0.08130081300813,0.0128,0.001,1,2027,5.279668799388872,15.018206619497652,27-29,6+,1-10
clayton-oliver,Clayton Oliver,MID,4.0,11,29.0,0.9471830985915493,18.295117933755837,92.66179122738724,17.328826493592672,87.76768253579989,1605.7201027649012,0.968,0.8055555555555556,0.375,0.1621621621621621,0.0251256281407035,1,2027,5.279668799388872,15.018206619497652,27-29,6+,1-10
darcy-parish,Darcy Parish,MID,5.0,11,29.0,0.7268041237113402,13.986978572754609,79.67449971650649,10.165793704940205,57.90775494859492,809.9545276623218,0.5641025641025641,0.3467741935483871,0.0387096774193548,0.0128,0.001,1,2027,5.279668799388872,15.018206619497652,27-29,6+,1-10
jacob-hopper,Jacob Hopper,MID,7.0,11,29.0,0.7268041237113402,15.738842308600756,74.32944049594826,11.43905549233354,54.02294386561188,850.2585945472559,0.2112676056338028,0.1104972375690607,0.0153846153846153,0.0128,0.001,1,2027,5.279668799388872,15.018206619497652,27-29,6+,1-10
callum-ah-chee,Callum Ah Chee,FWD,8.0,11,29.0,0.6,12.079231246940926,58.8105303827409,7.247538748164556,35.286318229644536,426.23159774902354,0.0329670329670329,0.0017543859649122,0.001,0.001,0.001,1,2027,5.279668799388872,15.018206619497652,27-29,6+,1-10
harry-mckay,Harry McKay,FWD,10.0,11,29.0,0.6982758620689655,13.558595973155358,67.71825184420953,9.467640291599862,47.28602068431873,641.1320496369448,0.0643564356435643,0.0362537764350453,0.0067114093959731,0.0029027576197387,0.001,1,2027,5.279668799388872,15.018206619497652,27-29,6+,1-10
wayne-milera,Wayne Milera,FWD,11.0,11,29.0,0.8787878787878788,15.992588032494798,78.3335743939599,14.05409251340452,68.83859567954052,1100.907301438368,0.4111111111111111,0.3467741935483871,0.0461538461538461,0.0348837209302325,0.001,1,2027,5.279668799388872,15.018206619497652,27-29,6+,11-30
charlie-curnow,Charlie Curnow,FWD,12.0,11,29.0,0.7894736842105263,14.412972249548366,68.2218611886218,11.378662302275028,53.85936409628037,776.2735200980106,0.0643564356435643,0.0362537764350453,0.0084033613445378,0.0029027576197387,0.001,1,2027,5.279668799388872,15.018206619497652,27-29,6+,11-30
matthew-kennedy-1,Matthew Kennedy,MID,13.0,11,29.0,0.8354430379746836,16.156335584518096,77.66857441217577,13.497698083268284,64.8876697620709,1048.3469679734048,0.4111111111111111,0.2010309278350515,0.0387096774193548,0.0128,0.001,1,2027,5.279668799388872,15.018206619497652,27-29,6+,11-30
eric-hipwood,Eric Hipwood,FWD,14.0,11,29.0,0.5210526315789473,11.010905826684228,56.48154615807575,5.7372614570617815,29.429858261313157,324.04939780798395,0.0172413793103448,0.0017543859649122,0.001,0.001,0.001,1,2027,5.279668799388872,15.018206619497652,27-29,6+,11-30
daniel-rioli,Daniel Rioli,FWD,15.0,11,29.0,0.8787878787878788,16.28138747769154,76.74323034291703,14.30788596524408,67.44102060438163,1098.033388350916,0.3963963963963964,0.1104972375690607,0.0186931053042244,0.0128,0.001,1,2027,5.279668799388872,15.018206619497652,27-29,6+,11-30
harrison-himmelberg,Harrison Himmelberg,FWD,16.0,11,30.0,0.8787878787878788,15.853827102501986,71.87405935863345,13.932151090077504,63.16205216364757,1001.36025444168,0.2112676056338028,0.0362537764350453,0.0128205128205128,0.0128,0.001,1,2027,5.279668799388872,15.018206619497652,30+,6+,11-30
tom-doedee,Tom Doedee,DEF,17.0,11,29.0,0.009009009009009,4.770335208018403,39.33722868432438,0.0429759928650306,0.3543894476065259,1.690556459267604,0.0037523452157598,0.001,0.001,0.001,0.001,1,2027,5.279668799388872,15.018206619497652,27-29,6+,11-30
jade-gresham,Jade Gresham,FWD,18.0,11,29.0,0.5210526315789473,12.16227026189305,58.53452852975157,6.337182925933747,30.499570128660025,370.94401477632346,0.0172413793103448,0.0017543859649122,0.001,0.001,0.001,1,2027,5.279668799388872,15.018206619497652,27-29,6+,11-30
brayden-fiorini,Brayden Fiorini,MID,20.0,11,29.0,0.2513661202185792,11.086082080998851,66.15380533936127,2.7866654411253946,16.628825385850373,184.34852313813465,0.0643564356435643,0.0362537764350453,0.0067114093959731,0.0029027576197387,0.001,1,2027,5.279668799388872,15.018206619497652,27-29,6+,11-30
ben-mckay,Ben McKay,DEF,21.0,11,29.0,0.5328947368421053,10.94416044060974,53.68180356622754,5.832085497956506,28.606750584634412,313.07686808274553,0.0172413793103448,0.0017543859649122,0.001,0.001,0.001,1,2027,5.279668799388872,15.018206619497652,27-29,6+,11-30
ben-keays,Ben Keays,MID,24.0,11,29.0,0.7268041237113402,15.320689493669214,71.95207948848275,11.135140302099789,52.2950680818354,801.1965001320918,0.2112676056338028,0.0515463917525773,0.0153846153846153,0.0128,0.001,1,2027,5.279668799388872,15.018206619497652,27-29,6+,11-30
josh-dunkley,Josh Dunkley,MID,25.0,11,29.0,0.8787878787878788,18.472260919915183,87.26709589059934,16.233198990228498,76.6892660856782,1416.6241328914507,0.8245614035087719,0.6511627906976745,0.3529411764705882,0.1363636363636363,0.001,1,2027,5.279668799388872,15.018206619497652,27-29,6+,11-30
mason-redman,Mason Redman,DEF,30.0,11,29.0,0.6982758620689655,13.863736135178216,73.23848064503017,9.680712301288237,51.14066320902968,709.000660508004,0.2857142857142857,0.1104972375690607,0.0153846153846153,0.0128,0.001,1,2027,5.279668799388872,15.018206619497652,27-29,6+,11-30
tom-cole,Tom Cole,DEF,36.0,11,29.0,0.5210526315789473,12.007046995761856,58.59461662124575,6.256303434633809,30.530879186859625,366.58570121855104,0.0329670329670329,0.0027932960893854,0.001,0.001,0.001,1,2027,5.279668799388872,15.018206619497652,27-29,6+,31-60
matthew-flynn,Matthew Flynn,RUC,41.0,11,29.0,0.128526645768025,8.637062759283598,55.773935067848754,1.1100927057386445,7.1684367955542285,61.91423848915968,0.0643564356435643,0.0181405895691609,0.0040650406504065,0.0029027576197387,0.001,1,2027,5.279668799388872,15.018206619497652,27-29,6+,31-60
corey-wagner,Corey Wagner,DEF,43.0,11,29.0,0.2513661202185792,11.072830441939493,55.17224469984176,2.783334428028506,13.868433093949294,153.56280814468283,0.0329670329670329,0.0027932960893854,0.001,0.001,0.001,1,2027,5.279668799388872,15.018206619497652,27-29,6+,31-60
blake-hardwick,Blake Hardwick,FWD,44.0,11,29.0,0.8787878787878788,15.688793234379842,71.57127033982533,13.787121327182286,62.89596484408893,986.7617877157348,0.2112676056338028,0.0362537764350453,0.0128205128205128,0.0128,0.001,1,2027,5.279668799388872,15.018206619497652,27-29,6+,31-60
bailey-williams-wb,Bailey Williams,MID,48.0,11,29.0,0.7268041237113402,14.483145879358355,72.8196036477417,10.526410149430555,52.92558821820402,766.5290149150986,0.2857142857142857,0.0515463917525773,0.0128205128205128,0.0128,0.001,1,2027,5.279668799388872,15.018206619497652,27-29,6+,31-60
jack-silvagni,Jack Silvagni,FWD,53.0,11,29.0,0.5328947368421053,12.748782382493792,61.80264571321889,6.793759032776299,32.93430462349165,419.8722825636542,0.0514285714285714,0.0181405895691609,0.0040650406504065,0.0029027576197387,0.001,1,2027,5.279668799388872,15.018206619497652,27-29,6+,31-60
samuel-collins,Samuel Collins,DEF,54.0,11,32.0,0.7894736842105263,13.163359372188022,64.37103165589053,10.392125820148438,50.81923551780832,668.9518601407725,0.081081081081081,0.0181405895691609,0.0084033613445378,0.0029027576197387,0.001,1,2027,5.279668799388872,15.018206619497652,30+,6+,31-60
jordan-dawson,Jordan Dawson,MID,55.0,11,29.0,0.8354430379746836,16.38661865507057,87.82967392275633,13.69008647132478,73.3766896063534,1202.3958307507933,0.968,0.7954545454545454,0.375,0.1621621621621621,0.0251256281407035,1,2027,5.279668799388872,15.018206619497652,27-29,6+,31-60
ryan-gardner,Ryan Gardner,DEF,58.0,11,29.0,0.001,2.60646706555983,25.961146053174986,0.0026064670655598,0.0259611460531749,0.0676668721717891,0.0010162601626016,0.001,0.001,0.001,0.001,1,2027,5.279668799388872,15.018206619497652,27-29,6+,31-60
nathan-broad,Nathan Broad,DEF,65.0,11,33.0,0.6050420168067226,11.98914328700094,57.54674545835168,7.253935434151828,34.818198932784206,417.44037600045306,0.0391459074733096,0.0027932960893854,0.001,0.001,0.001,1,2027,5.279668799388872,15.018206619497652,30+,6+,61+
tom-papley,Tom Papley,FWD,11.0,11,30.0,0.6982758620689655,12.011182636830656,62.91267207306444,8.387118910200718,43.930400326881205,527.6560616352554,0.081081081081081,0.0138248847926267,0.0040650406504065,0.0029027576197387,0.001,1,2027,5.279668799388872,15.018206619497652,30+,6+,11-30
mabior-chol,Mabior Chol,FWD,26.0,11,29.0,0.2485875706214689,10.655593941276456,53.56186141433912,2.648848211390758,13.314813006954358,141.87724080613182,0.0329670329670329,0.0017543859649122,0.001,0.001,0.001,1,2027,5.279668799388872,15.018206619497652,27-29,6+,11-30
dan-houston,Dan Houston,FWD,32.0,11,29.0,0.7894736842105263,15.2389776101433,75.20524773362231,12.030771797481552,59.37256400022815,904.7771734562768,0.4838709677419355,0.2010309278350515,0.0387096774193548,0.0128,0.001,1,2027,5.279668799388872,15.018206619497652,27-29,6+,31-60
christian-petracca,Christian Petracca,MID,2.0,12,30.0,0.891156462585034,17.06405016342501,89.68969693634905,15.206738581011402,79.92755305212059,1363.887774721199,0.968,0.7368421052631579,0.3636363636363636,0.15,0.0251256281407035,1,2027,5.279668799388872,15.018206619497652,30+,6+,1-10
isaac-heeney,Isaac Heeney,MID,4.0,12,30.0,0.9471830985915493,18.370858338405377,96.1484866369384,17.400566524757206,91.07022149766348,1673.038137980776,0.968,0.8529411764705882,0.5671641791044776,0.4,0.1724137931034483,1,2027,5.279668799388872,15.018206619497652,30+,6+,1-10
jordan-de-goey,Jordan De Goey,FWD,6.0,12,30.0,0.8354430379746836,14.118417778415406,74.03356922210676,11.795133840195149,61.8508299830259,873.2358576421016,0.2424242424242424,0.1104972375690607,0.0153846153846153,0.0128,0.001,1,2027,5.279668799388872,15.018206619497652,30+,6+,1-10
darcy-moore,Darcy Moore,FWD,8.0,12,30.0,0.5210526315789473,11.721458384337996,60.00574811858709,6.107496737102429,31.266152967053277,366.4849108416609,0.0172413793103448,0.0027932960893854,0.001,0.001,0.001,1,2027,5.279668799388872,15.018206619497652,30+,6+,1-10
peter-wright,Peter Wright,FWD,10.0,12,30.0,0.7268041237113402,13.499709891138057,69.36646560792224,9.811644817785906,50.415833251118734,680.5991228100945,0.1797752808988764,0.0362537764350453,0.0128205128205128,0.0128,0.001,1,2027,5.279668799388872,15.018206619497652,30+,6+,1-10
liam-duggan,Liam Duggan,DEF,12.0,12,30.0,0.8787878787878788,15.86592892025463,73.77664657198898,13.942786020829828,64.83402274508123,1028.6519964876306,0.2258064516129032,0.0515463917525773,0.0153846153846153,0.0128,0.001,1,2027,5.279668799388872,15.018206619497652,30+,6+,11-30
lachlan-weller,Lachlan Weller,MID,14.0,12,30.0,0.6982758620689655,13.175620549740724,67.70095022882498,9.20021779766378,47.27393938392089,622.8634872139854,0.1388888888888889,0.0362537764350453,0.0067114093959731,0.0029027576197387,0.001,1,2027,5.279668799388872,15.018206619497652,30+,6+,11-30
jake-lever,Jake Lever,DEF,15.0,12,30.0,0.6982758620689655,13.0968070731624,66.17174426251889,9.1451842493634,46.2061317695175,605.1527933824906,0.0643564356435643,0.0181405895691609,0.0067114093959731,0.0029027576197387,0.001,1,2027,5.279668799388872,15.018206619497652,30+,6+,11-30
kyle-langford,Kyle Langford,FWD,18.0,12,30.0,0.6982758620689655,13.01327103124618,65.5034562590693,9.08685304768052,45.73948238779839,595.2202811413315,0.0514285714285714,0.0181405895691609,0.0067114093959731,0.0029027576197387,0.001,1,2027,5.279668799388872,15.018206619497652,30+,6+,11-30
jayden-laverde,Jayden Laverde,MID,20.0,12,30.0,0.6050420168067226,12.450344826754606,63.99465618605115,7.532981743918753,38.7194558436612,482.0705767578806,0.0643564356435643,0.0181405895691609,0.0067114093959731,0.0029027576197387,0.001,1,2027,5.279668799388872,15.018206619497652,30+,6+,11-30
jack-steele,Jack Steele,MID,21.0,12,31.0,0.8787878787878788,16.771727395003765,86.00472640547892,14.738790741063914,75.57991108360268,1267.6056652328075,0.8245614035087719,0.6511627906976745,0.3529411764705882,0.1153846153846153,0.0251256281407035,1,2027,5.279668799388872,15.018206619497652,30+,6+,11-30
touk-miller,Touk Miller,MID,29.0,12,30.0,0.8354430379746836,17.212748554998555,86.49085164100838,14.380270944682335,72.25817985198168,1243.7618808340235,0.8245614035087719,0.625,0.2777777777777778,0.1153846153846153,0.0251256281407035,1,2027,5.279668799388872,15.018206619497652,30+,6+,11-30
brayden-maynard,Brayden Maynard,DEF,30.0,12,30.0,0.8787878787878788,15.858183973430403,76.46190399965991,13.93597985543884,67.19379442394356,1065.5715538477589,0.4111111111111111,0.1104972375690607,0.0194174757281553,0.0128,0.001,1,2027,5.279668799388872,15.018206619497652,30+,6+,11-30
alex-neal-bullen,Alex Neal-Bullen,FWD,40.0,12,30.0,0.7894736842105263,14.774815988472724,68.88496675100689,11.664328411952152,54.38286848763702,803.496874830149,0.1797752808988764,0.0362537764350453,0.0084033613445378,0.0084033613445378,0.001,1,2027,5.279668799388872,15.018206619497652,30+,6+,31-60
mitch-mcgovern,Mitch McGovern,FWD,43.0,12,32.0,0.5328947368421053,11.628973712473767,57.62317772201215,6.197018886252469,30.70708812817753,357.0919206291918,0.0329670329670329,0.0027932960893854,0.001,0.001,0.001,1,2027,5.279668799388872,15.018206619497652,30+,6+,31-60
bailey-dale,Bailey Dale,FWD,45.0,12,30.0,0.8354430379746836,16.2779003079608,79.65144898768202,13.599258485131807,66.5442485213546,1083.200643498778,0.5641025641025641,0.3467741935483871,0.08130081300813,0.0403225806451612,0.001,1,2027,5.279668799388872,15.018206619497652,30+,6+,31-60
caleb-daniel,Caleb Daniel,DEF,46.0,12,30.0,0.8787878787878788,16.288143591745346,78.26663971395861,14.313823156382274,68.77977429408485,1120.294839909889,0.4838709677419355,0.2010309278350515,0.0387096774193548,0.0128,0.001,1,2027,5.279668799388872,15.018206619497652,30+,6+,31-60
marc-pittonet,Marc Pittonet,RUC,50.0,12,30.0,0.2485875706214689,9.718492084718369,59.32450724993568,2.415896337444114,14.74733513557723,143.3218597857964,0.0643564356435643,0.0362537764350453,0.0084033613445378,0.0029027576197387,0.001,1,2027,5.279668799388872,15.018206619497652,30+,6+,31-60
oscar-mcdonald,Oscar McDonald,DEF,53.0,12,30.0,0.128526645768025,7.251870367086116,46.51161428865549,0.9320585738261152,5.977981773777039,43.35154888023461,0.0041436464088397,0.0017543859649122,0.001,0.001,0.001,1,2027,5.279668799388872,15.018206619497652,30+,6+,31-60
ed-langdon,Ed Langdon,MID,54.0,12,30.0,0.8354430379746836,14.841561309621849,72.78634228521526,12.399279068797998,60.8088429218254,902.498170391436,0.3963963963963964,0.0515463917525773,0.0153846153846153,0.0128,0.001,1,2027,5.279668799388872,15.018206619497652,30+,6+,31-60
dougal-howard,Dougal Howard,DEF,56.0,12,30.0,0.128526645768025,8.12116956345529,50.98206883759355,1.0437866837042848,6.552554302010456,53.214404560375336,0.0041436464088397,0.0017543859649122,0.001,0.001,0.001,1,2027,5.279668799388872,15.018206619497652,30+,6+,31-60
harris-andrews,Harris Andrews,DEF,60.0,12,30.0,0.8354430379746836,15.718856668580854,74.35947612938996,13.132209368687802,62.12310663974351,976.5042090770918,0.3963963963963964,0.0515463917525773,0.0153846153846153,0.0128,0.001,1,2027,5.279668799388872,15.018206619497652,30+,6+,31-60
daniel-butler,Daniel Butler,FWD,65.0,12,30.0,0.05625,7.049734469718134,41.43796612464888,0.396547563921645,2.3308855945114995,16.432124520597164,0.0037523452157598,0.0017543859649122,0.001,0.001,0.001,1,2027,5.279668799388872,15.018206619497652,30+,6+,61+
billy-frampton,Billy Frampton,FWD,74.0,12,30.0,0.1843575418994413,9.801021683278632,50.72163162335614,1.8068922656323736,9.350915327210908,91.64852388049664,0.0172413793103448,0.0017543859649122,0.001,0.001,0.001,1,2027,5.279668799388872,15.018206619497652,30+,6+,61+
jack-sinclair,Jack Sinclair,DEF,1.0,12,31.0,0.8787878787878788,16.82464655629031,84.9811221112405,14.785295458558153,74.68038003715074,1256.4709988144998,0.8245614035087719,0.6511627906976745,0.3333333333333333,0.15,0.0251256281407035,1,2027,5.279668799388872,15.018206619497652,30+,6+,1-10
reilly-o-brien,Reilly O'Brien,RUC,8.0,12,31.0,0.05625,7.703644605592402,51.52922140989542,0.4333300090645726,2.8985187043066176,22.32915798064035,0.0363636363636363,0.0138248847926267,0.001,0.001,0.001,1,2027,5.279668799388872,15.018206619497652,30+,6+,1-10
jayden-short,Jayden Short,DEF,10.0,12,30.0,0.7894736842105263,13.863629861085643,73.40203033238373,10.94497094296235,57.94897131503979,803.383089142381,0.4375,0.1170212765957446,0.0194174757281553,0.0128,0.001,1,2027,5.279668799388872,15.018206619497652,30+,6+,1-10
adam-saad,Adam Saad,DEF,23.0,12,32.0,0.5210526315789473,10.980882832528772,63.91831574584585,5.721617896949202,33.304806625467045,365.7161793142817,0.1797752808988764,0.0181405895691609,0.0040650406504065,0.0029027576197387,0.001,1,2027,5.279668799388872,15.018206619497652,30+,6+,11-30
nic-newman,Nic Newman,DEF,29.0,12,33.0,0.05625,9.66030955000966,60.73728624949999,0.5433924121880433,3.4164723515343742,33.00418048487148,0.0521739130434782,0.0362537764350453,0.0067114093959731,0.0067114093959731,0.001,1,2027,5.279668799388872,15.018206619497652,30+,6+,11-30
lewis-melican,Lewis Melican,DEF,37.0,12,30.0,0.128526645768025,8.657638745528574,47.00523615716787,1.11273726823408,6.04142533681468,52.30447807422479,0.0041436464088397,0.0017543859649122,0.001,0.001,0.001,1,2027,5.279668799388872,15.018206619497652,30+,6+,31-60
conor-mckenna,Conor McKenna,DEF,80.0,12,30.0,0.0927835051546391,5.688413536648358,38.50483386878391,0.5277909466993322,3.5726134517428365,20.32250272010597,0.0041436464088397,0.0017543859649122,0.001,0.001,0.001,1,2027,5.279668799388872,15.018206619497652,30+,6+,61+
mason-cox,Mason Cox,FWD,80.0,12,35.0,0.0658682634730539,3.818597779514449,30.47928140318896,0.2515244046386762,2.0076173379346023,7.666283108751779,0.0037523452157598,0.001,0.001,0.001,0.001,1,2027,5.279668799388872,15.018206619497652,30+,6+,61+
joshua-kelly,Joshua Kelly,MID,2.0,13,31.0,0.5328947368421053,14.12200247582173,77.76402172809516,7.525540793036581,41.44003789457703,585.2163177453631,0.3963963963963964,0.2010309278350515,0.0387096774193548,0.0128,0.001,1,2027,5.279668799388872,15.018206619497652,30+,6+,1-10
marcus-bontempelli,Marcus Bontempelli,MID,4.0,13,31.0,0.9471830985915493,18.54703514572885,97.94252185100126,17.567438219017816,92.7695013307019,1720.599201632267,0.999,0.9387755102040816,0.8,0.4193548387096774,0.084460194400337,1,2027,5.279668799388872,15.018206619497652,30+,6+,1-10
luke-mcdonald,Luke McDonald,DEF,8.0,13,31.0,0.7268041237113402,13.76788782419874,67.07609786284377,10.006557645422795,48.75118452918026,671.200839894567,0.0643564356435643,0.0181405895691609,0.0067114093959731,0.0029027576197387,0.001,1,2027,5.279668799388872,15.018206619497652,30+,6+,1-10
christian-salem,Christian Salem,DEF,9.0,13,31.0,0.6050420168067226,13.307445977071156,71.23886056326721,8.05156395251364,43.10250387021209,573.5842417293478,0.2112676056338028,0.0362537764350453,0.0128205128205128,0.0128,0.001,1,2027,5.279668799388872,15.018206619497652,30+,6+,1-10
patrick-cripps,Patrick Cripps,MID,13.0,13,31.0,0.8787878787878788,16.711054664762578,85.3418860932484,14.685472281154992,74.99741505164253,1253.2859026438862,0.8245614035087719,0.4492753623188406,0.1509433962264151,0.0595895771019969,0.0251256281407035,1,2027,5.279668799388872,15.018206619497652,30+,6+,11-30
blake-acres,Blake Acres,MID,19.0,13,31.0,0.5328947368421053,11.491058962061633,69.10378678989832,6.12352484162495,36.82504427619582,423.1587550582965,0.2112676056338028,0.0362537764350453,0.0067114093959731,0.0029027576197387,0.001,1,2027,5.279668799388872,15.018206619497652,30+,6+,11-30
jarman-impey,Jarman Impey,FWD,21.0,13,31.0,0.8354430379746836,15.011013521068897,72.11809404654309,12.540846739120848,60.2505595831879,904.4219645552006,0.2258064516129032,0.0362537764350453,0.0128205128205128,0.0128,0.001,1,2027,5.279668799388872,15.018206619497652,30+,6+,11-30
darcy-gardiner,Darcy Gardiner,DEF,22.0,13,31.0,0.4083333333333333,10.603645062962576,53.859463059407474,4.329821734043052,21.992614082591384,233.20187373851135,0.0172413793103448,0.0017543859649122,0.001,0.001,0.001,1,2027,5.279668799388872,15.018206619497652,30+,6+,11-30
daniel-mcstay,Daniel McStay,DEF,25.0,13,31.0,0.6050420168067226,12.583784909557792,58.60355762639867,7.613718600740849,35.457614698325244,446.1909967696998,0.0363636363636363,0.0017543859649122,0.001,0.001,0.001,1,2027,5.279668799388872,15.018206619497652,30+,6+,11-30
zachary-merrett,Zachary Merrett,MID,26.0,13,31.0,0.891156462585034,17.570009407636043,90.88441448859491,15.657627431294705,80.99223331976827,1423.0343013737818,0.968,0.7954545454545454,0.375,0.1621621621621621,0.0251256281407035,1,2027,5.279668799388872,15.018206619497652,30+,6+,11-30
rory-lobb,Rory Lobb,FWD,29.0,13,33.0,0.6050420168067226,12.274246146742485,61.23436949943764,7.426434643407217,37.04936641982781,454.75304301782194,0.0391459074733096,0.0138248847926267,0.0040650406504065,0.0029027576197387,0.001,1,2027,5.279668799388872,15.018206619497652,30+,6+,11-30
george-hewett,George Hewett,MID,32.0,13,31.0,0.6486486486486487,14.641896467652108,79.09157530432148,9.497446357395962,51.30264344064096,751.1679937747365,0.660550458715596,0.3467741935483871,0.0461538461538461,0.0348837209302325,0.001,1,2027,5.279668799388872,15.018206619497652,30+,6+,31-60
toby-nankervis,Toby Nankervis,RUC,35.0,13,32.0,0.5328947368421053,11.561710532099148,74.17865709275804,6.161174691447572,39.52941595074606,457.0276647254688,0.7027027027027027,0.3541666666666667,0.0387096774193548,0.0128,0.001,1,2027,5.279668799388872,15.018206619497652,30+,6+,31-60
alex-pearce,Alex Pearce,DEF,37.0,13,31.0,0.1843575418994413,10.324082969981324,50.15232349894698,1.9033225587116405,9.245959080811454,95.4560486873497,0.0041436464088397,0.0017543859649122,0.001,0.001,0.001,1,2027,5.279668799388872,15.018206619497652,30+,6+,31-60
jake-kolodjashnij,Jake Kolodjashnij,DEF,41.0,13,31.0,0.05625,9.339495592984036,50.90572446327671,0.5253466271053521,2.863447001059315,26.74315064713683,0.0041436464088397,0.0017543859649122,0.001,0.001,0.001,1,2027,5.279668799388872,15.018206619497652,30+,6+,31-60
tom-barrass,Tom Barrass,DEF,43.0,13,31.0,0.6,12.859212438259304,63.756692713066414,7.715527462955582,38.25401562783985,491.916513574884,0.0514285714285714,0.0181405895691609,0.0067114093959731,0.0029027576197387,0.001,1,2027,5.279668799388872,15.018206619497652,30+,6+,31-60
aliir-aliir,Aliir Aliir,DEF,44.0,13,32.0,0.7268041237113402,12.95627718776072,64.75818127616299,9.416675688011658,47.06651319556176,609.8067912230957,0.1388888888888889,0.0181405895691609,0.0084033613445378,0.0084033613445378,0.001,1,2027,5.279668799388872,15.018206619497652,30+,6+,31-60
